batch_group,matrix,pathogen,n_total,n_positive,median_pos,count_0_1,count_1_10,count_10_100,count_100_1000,count_ge_1000
240216_PL1AG,Gorge,Clostridioides difficile,46,0,0.0,0,0,0,0,0
240216_PL1AG,Gorge,Entamoeba histolytica,46,1,0.090934,1,0,0,0,0
240216_PL1AG,Gorge,Haemophilus ducreyi,46,0,0.0,0,0,0,0,0
240216_PL1AG,Gorge,Haemophilus influenzae,46,24,111.5,0,0,9,15,0
240216_PL1AG,Gorge,Haemophilus parainfluenzae,46,41,398.0,0,0,6,25,10
240216_PL1AG,Gorge,Human alphaherpesvirus 1,46,31,0.103733,31,0,0,0,0
240216_PL1AG,Gorge,Human alphaherpesvirus 2,46,0,0.0,0,0,0,0,0
240216_PL1AG,Gorge,Mpox,46,0,0.0,0,0,0,0,0
240216_PL1AG,Gorge,Mycoplasma genitalium,46,0,0.0,0,0,0,0,0
240216_PL1AG,Gorge,Mycoplasma hominis,46,0,0.0,0,0,0,0,0
240216_PL1AG,Gorge,Mycoplasma pneumonae,46,0,0.0,0,0,0,0,0
240216_PL1AG,Gorge,Mycoplasma spp,46,0,0.0,0,0,0,0,0
240216_PL1AG,Gorge,Neisseria gonorrhoeae,46,18,171.5,0,0,3,13,2
240216_PL1AG,Gorge,Neisseria meningitidis,46,34,413.5,0,1,5,21,7
240216_PL1AG,Gorge,Neisseria spp,46,37,911.0,0,0,5,16,16
240216_PL1AG,Gorge,Papillomavirus,46,6,0.1286185,5,1,0,0,0
240216_PL1AG,Gorge,Shigella spp,46,0,0.0,0,0,0,0,0
240216_PL1AG,Gorge,Staphylococcus aureus,46,2,11.269726,0,1,1,0,0
240216_PL1AG,Gorge,Treponema pallidum,46,0,0.0,0,0,0,0,0
240216_PL1AG,Gorge,Trichomonas vaginalis,46,6,0.1363665,6,0,0,0,0
240216_PL1AG,Gorge,Trichophyton spp,46,1,0.151913,1,0,0,0,0
240216_PL1AG,Gorge,Ureaplasma spp,46,0,0.0,0,0,0,0,0
240216_PL1U,Urine,Campylobacter jejuni,94,1,3.385464,0,1,0,0,0
240216_PL1U,Urine,Chlamydia spp,94,0,0.0,0,0,0,0,0
240216_PL1U,Urine,Chlamydia trachomatis,94,0,0.0,0,0,0,0,0
240216_PL1U,Urine,Clostridioides difficile,94,14,3.871185,2,7,5,0,0
240216_PL1U,Urine,Entamoeba histolytica,94,1,0.03044,1,0,0,0,0
240216_PL1U,Urine,Haemophilus ducreyi,94,0,0.0,0,0,0,0,0
240216_PL1U,Urine,Haemophilus influenzae,94,22,7.913361,2,10,10,0,0
240216_PL1U,Urine,Haemophilus parainfluenzae,94,26,11.0,1,10,12,3,0
240216_PL1U,Urine,Human alphaherpesvirus 1,94,27,0.068983,27,0,0,0,0
240216_PL1U,Urine,Human alphaherpesvirus 2,94,0,0.0,0,0,0,0,0
240216_PL1U,Urine,Mpox,94,0,0.0,0,0,0,0,0
240216_PL1U,Urine,Mycoplasma genitalium,94,3,12.0,0,1,2,0,0
240216_PL1U,Urine,Mycoplasma hominis,94,7,1.970028,2,4,1,0,0
240216_PL1U,Urine,Mycoplasma pneumonae,94,0,0.0,0,0,0,0,0
240216_PL1U,Urine,Mycoplasma spp,94,3,12.0,0,1,2,0,0
240216_PL1U,Urine,Neisseria gonorrhoeae,94,3,1.305695,1,1,0,1,0
240216_PL1U,Urine,Neisseria meningitidis,94,4,2.991128,1,2,0,1,0
240216_PL1U,Urine,Neisseria spp,94,9,2.234299,1,6,1,0,1
240216_PL1U,Urine,Papillomavirus,94,24,0.0986445,23,0,1,0,0
240216_PL1U,Urine,Shigella spp,94,1,0.070588,1,0,0,0,0
240216_PL1U,Urine,Staphylococcus aureus,94,66,3.30626,8,51,7,0,0
240216_PL1U,Urine,Treponema pallidum,94,0,0.0,0,0,0,0,0
240216_PL1U,Urine,Trichomonas vaginalis,94,46,0.5561585,28,15,3,0,0
240216_PL1U,Urine,Trichophyton spp,94,2,0.1292045,2,0,0,0,0
240216_PL1U,Urine,Ureaplasma spp,94,14,16.511057,0,3,9,2,0
240216_PL2AG,Anal,Campylobacter jejuni,44,38,7.4536055,5,22,11,0,0
240216_PL2AG,Anal,Chlamydia spp,44,0,0.0,0,0,0,0,0
240216_PL2AG,Anal,Chlamydia trachomatis,44,0,0.0,0,0,0,0,0
240216_PL2AG,Anal,Clostridioides difficile,44,43,116.0,1,4,14,24,0
240216_PL2AG,Anal,Entamoeba histolytica,44,12,0.274364,11,1,0,0,0
240216_PL2AG,Anal,Haemophilus ducreyi,44,0,0.0,0,0,0,0,0
240216_PL2AG,Anal,Haemophilus influenzae,44,19,4.904607,4,10,5,0,0
240216_PL2AG,Anal,Haemophilus parainfluenzae,44,33,5.909256,6,11,13,3,0
240216_PL2AG,Anal,Human alphaherpesvirus 1,44,25,0.250709,25,0,0,0,0
240216_PL2AG,Anal,Human alphaherpesvirus 2,44,1,44.0,0,0,1,0,0
240216_PL2AG,Anal,Mpox,44,0,0.0,0,0,0,0,0
240216_PL2AG,Anal,Mycoplasma genitalium,44,4,1.0513715000000001,2,2,0,0,0
240216_PL2AG,Anal,Mycoplasma hominis,44,20,6.853758,1,14,5,0,0
240216_PL2AG,Anal,Mycoplasma pneumonae,44,0,0.0,0,0,0,0,0
240216_PL2AG,Anal,Mycoplasma spp,44,5,1.457024,2,3,0,0,0
240216_PL2AG,Anal,Neisseria gonorrhoeae,44,6,154.57598,0,3,0,2,1
240216_PL2AG,Anal,Neisseria meningitidis,44,9,3.413004,3,3,3,0,0
240216_PL2AG,Anal,Neisseria spp,44,12,3.1480815,3,5,1,2,1
240216_PL2AG,Anal,Papillomavirus,44,24,2.4528109999999996,9,4,7,3,1
240216_PL2AG,Anal,Shigella spp,44,17,11.482549999999998,3,5,7,2,0
240216_PL2AG,Anal,Staphylococcus aureus,44,40,5.567449,5,19,16,0,0
240216_PL2AG,Anal,Treponema pallidum,44,1,4.006137,0,1,0,0,0
240216_PL2AG,Anal,Trichomonas vaginalis,44,40,3.051997,16,11,13,0,0
240216_PL2AG,Anal,Trichophyton spp,44,3,0.186639,3,0,0,0,0
240216_PL2AG,Anal,Ureaplasma spp,44,6,5.599577,2,2,2,0,0
240216_PL2AG,Gorge,Campylobacter jejuni,47,0,0.0,0,0,0,0,0
240216_PL2AG,Gorge,Chlamydia spp,47,0,0.0,0,0,0,0,0
240216_PL2AG,Gorge,Chlamydia trachomatis,47,0,0.0,0,0,0,0,0
240216_PL2AG,Gorge,Clostridioides difficile,47,1,5.061988,0,1,0,0,0
240216_PL2AG,Gorge,Entamoeba histolytica,47,1,0.180224,1,0,0,0,0
240216_PL2AG,Gorge,Haemophilus ducreyi,47,0,0.0,0,0,0,0,0
240216_PL2AG,Gorge,Haemophilus influenzae,47,28,108.0,0,1,12,15,0
240216_PL2AG,Gorge,Haemophilus parainfluenzae,47,43,265.0,0,0,15,18,10
240216_PL2AG,Gorge,Human alphaherpesvirus 1,47,18,0.1354265,18,0,0,0,0
240216_PL2AG,Gorge,Human alphaherpesvirus 2,47,0,0.0,0,0,0,0,0
240216_PL2AG,Gorge,Mpox,47,0,0.0,0,0,0,0,0
240216_PL2AG,Gorge,Mycoplasma genitalium,47,0,0.0,0,0,0,0,0
240216_PL2AG,Gorge,Mycoplasma hominis,47,0,0.0,0,0,0,0,0
240216_PL2AG,Gorge,Mycoplasma pneumonae,47,0,0.0,0,0,0,0,0
240216_PL2AG,Gorge,Mycoplasma spp,47,0,0.0,0,0,0,0,0
240216_PL2AG,Gorge,Neisseria gonorrhoeae,47,30,94.5,0,0,16,13,1
240216_PL2AG,Gorge,Neisseria meningitidis,47,39,335.0,0,3,6,22,8
240216_PL2AG,Gorge,Neisseria spp,47,41,692.0,0,0,5,21,15
240216_PL2AG,Gorge,Papillomavirus,47,2,0.1262265,2,0,0,0,0
240216_PL2AG,Gorge,Shigella spp,47,0,0.0,0,0,0,0,0
240216_PL2AG,Gorge,Staphylococcus aureus,47,2,9.0998315,0,1,1,0,0
240216_PL2AG,Gorge,Treponema pallidum,47,0,0.0,0,0,0,0,0
240216_PL2AG,Gorge,Trichomonas vaginalis,47,7,0.141333,7,0,0,0,0
240216_PL2AG,Gorge,Trichophyton spp,47,0,0.0,0,0,0,0,0
240216_PL2AG,Gorge,Ureaplasma spp,47,1,6.313993,0,1,0,0,0
240216_PL2U,Urine,Campylobacter jejuni,89,0,0.0,0,0,0,0,0
240216_PL2U,Urine,Chlamydia spp,89,0,0.0,0,0,0,0,0
240216_PL2U,Urine,Chlamydia trachomatis,89,0,0.0,0,0,0,0,0
240216_PL2U,Urine,Clostridioides difficile,89,10,2.910349,1,7,2,0,0
240216_PL2U,Urine,Entamoeba histolytica,89,2,0.1388415,2,0,0,0,0
240216_PL2U,Urine,Haemophilus ducreyi,89,0,0.0,0,0,0,0,0
240216_PL2U,Urine,Haemophilus influenzae,89,29,6.614689,1,18,8,2,0
240216_PL2U,Urine,Haemophilus parainfluenzae,89,26,25.5,2,7,13,3,1
240216_PL2U,Urine,Human alphaherpesvirus 1,89,11,0.079521,11,0,0,0,0
240216_PL2U,Urine,Human alphaherpesvirus 2,89,1,1.113299,0,1,0,0,0
240216_PL2U,Urine,Mpox,89,0,0.0,0,0,0,0,0
240216_PL2U,Urine,Mycoplasma genitalium,89,2,0.44189,2,0,0,0,0
240216_PL2U,Urine,Mycoplasma hominis,89,4,7.8642590000000006,0,3,0,1,0
240216_PL2U,Urine,Mycoplasma pneumonae,89,0,0.0,0,0,0,0,0
240216_PL2U,Urine,Mycoplasma spp,89,2,0.44189,2,0,0,0,0
240216_PL2U,Urine,Neisseria gonorrhoeae,89,3,2.315238,0,3,0,0,0
240216_PL2U,Urine,Neisseria meningitidis,89,3,6.767618,0,2,1,0,0
240216_PL2U,Urine,Neisseria spp,89,5,4.268732,0,3,2,0,0
240216_PL2U,Urine,Papillomavirus,89,22,0.2059225,21,1,0,0,0
240216_PL2U,Urine,Shigella spp,89,0,0.0,0,0,0,0,0
240216_PL2U,Urine,Staphylococcus aureus,89,47,2.782787,8,34,5,0,0
240216_PL2U,Urine,Treponema pallidum,89,0,0.0,0,0,0,0,0
240216_PL2U,Urine,Trichomonas vaginalis,89,19,0.371517,13,3,3,0,0
240216_PL2U,Urine,Trichophyton spp,89,2,0.18349149999999997,2,0,0,0,0
240216_PL2U,Urine,Ureaplasma spp,89,9,34.482186999999996,0,2,4,3,0
240216_PL3AG,Anal,Campylobacter jejuni,45,34,7.014844,2,18,14,0,0
240216_PL3AG,Anal,Chlamydia spp,45,1,793.652034,0,0,0,1,0
240216_PL3AG,Anal,Chlamydia trachomatis,45,1,789.0,0,0,0,1,0
240216_PL3AG,Anal,Clostridioides difficile,45,42,91.5,0,7,15,20,0
240216_PL3AG,Anal,Entamoeba histolytica,45,9,0.22669,9,0,0,0,0
240216_PL3AG,Anal,Haemophilus ducreyi,45,0,0.0,0,0,0,0,0
240216_PL3AG,Anal,Haemophilus influenzae,45,19,4.626338,2,13,2,2,0
240216_PL3AG,Anal,Haemophilus parainfluenzae,45,34,7.2953835,0,22,8,4,0
240216_PL3AG,Anal,Human alphaherpesvirus 1,45,23,0.201273,22,1,0,0,0
240216_PL3AG,Anal,Human alphaherpesvirus 2,45,1,641.0,0,0,0,1,0
240216_PL3AG,Anal,Mpox,45,0,0.0,0,0,0,0,0
240216_PL3AG,Anal,Mycoplasma genitalium,45,0,0.0,0,0,0,0,0
240216_PL3AG,Anal,Mycoplasma hominis,45,14,3.0122225,3,10,1,0,0
240216_PL3AG,Anal,Mycoplasma pneumonae,45,0,0.0,0,0,0,0,0
240216_PL3AG,Anal,Mycoplasma spp,45,0,0.0,0,0,0,0,0
240216_PL3AG,Anal,Neisseria gonorrhoeae,45,3,2.273591,0,2,0,1,0
240216_PL3AG,Anal,Neisseria meningitidis,45,6,4.6840585,2,2,1,1,0
240216_PL3AG,Anal,Neisseria spp,45,6,13.831071000000001,2,0,2,2,0
240216_PL3AG,Anal,Papillomavirus,45,37,5.09104,6,17,10,4,0
240216_PL3AG,Anal,Shigella spp,45,15,11.565845999999999,0,7,6,2,0
240216_PL3AG,Anal,Staphylococcus aureus,45,35,12.0,1,14,18,2,0
240216_PL3AG,Anal,Treponema pallidum,45,1,2.312253,0,1,0,0,0
240216_PL3AG,Anal,Trichomonas vaginalis,45,36,4.9479935,8,19,8,1,0
240216_PL3AG,Anal,Trichophyton spp,45,1,0.155264,1,0,0,0,0
240216_PL3AG,Anal,Ureaplasma spp,45,5,7.312362,0,3,2,0,0
240216_PL3AG,Gorge,Campylobacter jejuni,46,1,14.0,0,0,1,0,0
240216_PL3AG,Gorge,Chlamydia spp,46,1,33.0,0,0,1,0,0
240216_PL3AG,Gorge,Chlamydia trachomatis,46,1,33.0,0,0,1,0,0
240216_PL3AG,Gorge,Clostridioides difficile,46,2,193.0680635,0,1,0,1,0
240216_PL3AG,Gorge,Entamoeba histolytica,46,4,0.11314850000000001,4,0,0,0,0
240216_PL3AG,Gorge,Haemophilus ducreyi,46,0,0.0,0,0,0,0,0
240216_PL3AG,Gorge,Haemophilus influenzae,46,27,53.0,0,4,14,9,0
240216_PL3AG,Gorge,Haemophilus parainfluenzae,46,41,262.0,0,3,9,19,10
240216_PL3AG,Gorge,Human alphaherpesvirus 1,46,20,0.1655295,19,1,0,0,0
240216_PL3AG,Gorge,Human alphaherpesvirus 2,46,0,0.0,0,0,0,0,0
240216_PL3AG,Gorge,Mpox,46,0,0.0,0,0,0,0,0
240216_PL3AG,Gorge,Mycoplasma genitalium,46,0,0.0,0,0,0,0,0
240216_PL3AG,Gorge,Mycoplasma hominis,46,0,0.0,0,0,0,0,0
240216_PL3AG,Gorge,Mycoplasma pneumonae,46,0,0.0,0,0,0,0,0
240216_PL3AG,Gorge,Mycoplasma spp,46,0,0.0,0,0,0,0,0
240216_PL3AG,Gorge,Neisseria gonorrhoeae,46,30,107.0,0,5,10,13,2
240216_PL3AG,Gorge,Neisseria meningitidis,46,37,275.0,0,4,9,14,10
240216_PL3AG,Gorge,Neisseria spp,46,37,707.0,0,1,6,14,16
240216_PL3AG,Gorge,Papillomavirus,46,4,0.840398,3,0,0,1,0
240216_PL3AG,Gorge,Shigella spp,46,1,48.50383,0,0,1,0,0
240216_PL3AG,Gorge,Staphylococcus aureus,46,6,3.4718785,1,4,1,0,0
240216_PL3AG,Gorge,Treponema pallidum,46,0,0.0,0,0,0,0,0
240216_PL3AG,Gorge,Trichomonas vaginalis,46,10,0.1185015,9,1,0,0,0
240216_PL3AG,Gorge,Trichophyton spp,46,0,0.0,0,0,0,0,0
240216_PL3AG,Gorge,Ureaplasma spp,46,0,0.0,0,0,0,0,0
240216_PL3U,Urine,Campylobacter jejuni,63,3,1.225741,1,2,0,0,0
240216_PL3U,Urine,Chlamydia spp,63,1,0.978367,1,0,0,0,0
240216_PL3U,Urine,Chlamydia trachomatis,63,1,0.978367,1,0,0,0,0
240216_PL3U,Urine,Clostridioides difficile,63,10,3.1151790000000004,1,6,3,0,0
240216_PL3U,Urine,Entamoeba histolytica,63,1,0.161295,1,0,0,0,0
240216_PL3U,Urine,Haemophilus ducreyi,63,0,0.0,0,0,0,0,0
240216_PL3U,Urine,Haemophilus influenzae,63,24,5.4373125,4,12,7,1,0
240216_PL3U,Urine,Haemophilus parainfluenzae,63,23,6.644341,2,12,7,2,0
240216_PL3U,Urine,Human alphaherpesvirus 1,63,24,0.08031150000000001,24,0,0,0,0
240216_PL3U,Urine,Human alphaherpesvirus 2,63,1,0.501567,1,0,0,0,0
240216_PL3U,Urine,Mpox,63,0,0.0,0,0,0,0,0
240216_PL3U,Urine,Mycoplasma genitalium,63,2,7.724133,0,1,1,0,0
240216_PL3U,Urine,Mycoplasma hominis,63,5,5.038481,1,3,1,0,0
240216_PL3U,Urine,Mycoplasma pneumonae,63,0,0.0,0,0,0,0,0
240216_PL3U,Urine,Mycoplasma spp,63,2,7.724133,0,1,1,0,0
240216_PL3U,Urine,Neisseria gonorrhoeae,63,4,10.560793499999999,1,1,2,0,0
240216_PL3U,Urine,Neisseria meningitidis,63,4,1.412107,1,2,1,0,0
240216_PL3U,Urine,Neisseria spp,63,8,4.4335249999999995,2,4,1,1,0
240216_PL3U,Urine,Papillomavirus,63,9,0.319904,7,0,2,0,0
240216_PL3U,Urine,Shigella spp,63,3,30.919456999999998,0,0,2,0,1
240216_PL3U,Urine,Staphylococcus aureus,63,20,2.059348,7,10,3,0,0
240216_PL3U,Urine,Treponema pallidum,63,0,0.0,0,0,0,0,0
240216_PL3U,Urine,Trichomonas vaginalis,63,19,0.558155,11,5,3,0,0
240216_PL3U,Urine,Trichophyton spp,63,4,0.14128000000000002,4,0,0,0,0
240216_PL3U,Urine,Ureaplasma spp,63,11,18.451466,1,2,6,2,0
240216_PL4AG,Gorge,Campylobacter jejuni,44,0,0.0,0,0,0,0,0
240216_PL4AG,Gorge,Chlamydia spp,44,1,21.0,0,0,1,0,0
240216_PL4AG,Gorge,Chlamydia trachomatis,44,1,21.0,0,0,1,0,0
240216_PL4AG,Gorge,Clostridioides difficile,44,2,2.9292179999999997,0,2,0,0,0
240216_PL4AG,Gorge,Entamoeba histolytica,44,1,0.210773,1,0,0,0,0
240216_PL4AG,Gorge,Haemophilus ducreyi,44,0,0.0,0,0,0,0,0
240216_PL4AG,Gorge,Haemophilus influenzae,44,27,63.0,0,6,10,11,0
240216_PL4AG,Gorge,Haemophilus parainfluenzae,44,41,228.0,0,1,12,20,8
240216_PL4AG,Gorge,Human alphaherpesvirus 1,44,14,0.1724805,13,1,0,0,0
240216_PL4AG,Gorge,Human alphaherpesvirus 2,44,0,0.0,0,0,0,0,0
240216_PL4AG,Gorge,Mpox,44,0,0.0,0,0,0,0,0
240216_PL4AG,Gorge,Mycoplasma genitalium,44,0,0.0,0,0,0,0,0
240216_PL4AG,Gorge,Mycoplasma hominis,44,0,0.0,0,0,0,0,0
240216_PL4AG,Gorge,Mycoplasma pneumonae,44,0,0.0,0,0,0,0,0
240216_PL4AG,Gorge,Mycoplasma spp,44,0,0.0,0,0,0,0,0
240216_PL4AG,Gorge,Neisseria gonorrhoeae,44,23,84.0,0,4,9,10,0
240216_PL4AG,Gorge,Neisseria meningitidis,44,35,168.0,0,2,13,15,5
240216_PL4AG,Gorge,Neisseria spp,44,37,376.0,0,1,7,18,11
240216_PL4AG,Gorge,Papillomavirus,44,0,0.0,0,0,0,0,0
240216_PL4AG,Gorge,Shigella spp,44,0,0.0,0,0,0,0,0
240216_PL4AG,Gorge,Staphylococcus aureus,44,1,3.694488,0,1,0,0,0
240216_PL4AG,Gorge,Treponema pallidum,44,1,12.0,0,0,1,0,0
240216_PL4AG,Gorge,Trichomonas vaginalis,44,4,0.133693,4,0,0,0,0
240216_PL4AG,Gorge,Trichophyton spp,44,1,0.381525,1,0,0,0,0
240216_PL4AG,Gorge,Ureaplasma spp,44,0,0.0,0,0,0,0,0
240216_PL4AG,Anal,Campylobacter jejuni,45,33,4.405987,2,20,11,0,0
240216_PL4AG,Anal,Chlamydia spp,45,2,0.8729255,1,1,0,0,0
240216_PL4AG,Anal,Chlamydia trachomatis,45,1,1.157538,0,1,0,0,0
240216_PL4AG,Anal,Clostridioides difficile,45,39,42.0,2,5,18,14,0
240216_PL4AG,Anal,Entamoeba histolytica,45,4,0.7693114999999999,3,1,0,0,0
240216_PL4AG,Anal,Haemophilus ducreyi,45,0,0.0,0,0,0,0,0
240216_PL4AG,Anal,Haemophilus influenzae,45,22,6.540281,5,7,6,4,0
240216_PL4AG,Anal,Haemophilus parainfluenzae,45,33,7.221417,2,18,7,5,1
240216_PL4AG,Anal,Human alphaherpesvirus 1,45,21,0.259447,19,2,0,0,0
240216_PL4AG,Anal,Human alphaherpesvirus 2,45,1,116.0,0,0,0,1,0
240216_PL4AG,Anal,Mpox,45,0,0.0,0,0,0,0,0
240216_PL4AG,Anal,Mycoplasma genitalium,45,2,14.6600915,0,1,1,0,0
240216_PL4AG,Anal,Mycoplasma hominis,45,18,2.7963690000000003,4,10,3,1,0
240216_PL4AG,Anal,Mycoplasma pneumonae,45,0,0.0,0,0,0,0,0
240216_PL4AG,Anal,Mycoplasma spp,45,2,14.6600915,0,1,1,0,0
240216_PL4AG,Anal,Neisseria gonorrhoeae,45,7,11.0,2,1,2,2,0
240216_PL4AG,Anal,Neisseria meningitidis,45,12,3.2187919999999997,3,6,3,0,0
240216_PL4AG,Anal,Neisseria spp,45,19,11.565769,4,5,8,2,0
240216_PL4AG,Anal,Papillomavirus,45,31,5.653257,5,13,8,5,0
240216_PL4AG,Anal,Shigella spp,45,12,8.2369975,1,7,3,1,0
240216_PL4AG,Anal,Staphylococcus aureus,45,40,7.8833899999999995,6,18,15,1,0
240216_PL4AG,Anal,Treponema pallidum,45,0,0.0,0,0,0,0,0
240216_PL4AG,Anal,Trichomonas vaginalis,45,38,1.6550585,12,16,10,0,0
240216_PL4AG,Anal,Trichophyton spp,45,3,0.172965,3,0,0,0,0
240216_PL4AG,Anal,Ureaplasma spp,45,8,15.1178505,0,2,5,1,0
240216_PL5AG,Gorge,Campylobacter jejuni,47,0,0.0,0,0,0,0,0
240216_PL5AG,Gorge,Chlamydia spp,47,0,0.0,0,0,0,0,0
240216_PL5AG,Gorge,Chlamydia trachomatis,47,0,0.0,0,0,0,0,0
240216_PL5AG,Gorge,Clostridioides difficile,47,0,0.0,0,0,0,0,0
240216_PL5AG,Gorge,Entamoeba histolytica,47,0,0.0,0,0,0,0,0
240216_PL5AG,Gorge,Haemophilus ducreyi,47,0,0.0,0,0,0,0,0
240216_PL5AG,Gorge,Haemophilus influenzae,47,31,73.0,0,3,15,11,2
240216_PL5AG,Gorge,Haemophilus parainfluenzae,47,43,240.0,0,2,12,22,7
240216_PL5AG,Gorge,Human alphaherpesvirus 1,47,19,0.194678,17,1,0,1,0
240216_PL5AG,Gorge,Human alphaherpesvirus 2,47,0,0.0,0,0,0,0,0
240216_PL5AG,Gorge,Mpox,47,0,0.0,0,0,0,0,0
240216_PL5AG,Gorge,Mycoplasma genitalium,47,0,0.0,0,0,0,0,0
240216_PL5AG,Gorge,Mycoplasma hominis,47,0,0.0,0,0,0,0,0
240216_PL5AG,Gorge,Mycoplasma pneumonae,47,0,0.0,0,0,0,0,0
240216_PL5AG,Gorge,Mycoplasma spp,47,0,0.0,0,0,0,0,0
240216_PL5AG,Gorge,Neisseria gonorrhoeae,47,26,104.5,0,2,11,11,2
240216_PL5AG,Gorge,Neisseria meningitidis,47,36,282.0,0,1,13,14,8
240216_PL5AG,Gorge,Neisseria spp,47,39,726.0,0,1,7,15,16
240216_PL5AG,Gorge,Papillomavirus,47,1,0.070904,1,0,0,0,0
240216_PL5AG,Gorge,Shigella spp,47,0,0.0,0,0,0,0,0
240216_PL5AG,Gorge,Staphylococcus aureus,47,3,7.102086,0,2,1,0,0
240216_PL5AG,Gorge,Treponema pallidum,47,0,0.0,0,0,0,0,0
240216_PL5AG,Gorge,Trichomonas vaginalis,47,3,0.141099,3,0,0,0,0
240216_PL5AG,Gorge,Trichophyton spp,47,0,0.0,0,0,0,0,0
240216_PL5AG,Gorge,Ureaplasma spp,47,0,0.0,0,0,0,0,0
240216_PL5AG,Anal,Campylobacter jejuni,44,27,4.335997,4,13,10,0,0
240216_PL5AG,Anal,Chlamydia spp,44,1,2.307298,0,1,0,0,0
240216_PL5AG,Anal,Chlamydia trachomatis,44,1,2.076568,0,1,0,0,0
240216_PL5AG,Anal,Clostridioides difficile,44,37,69.0,2,4,16,15,0
240216_PL5AG,Anal,Entamoeba histolytica,44,8,0.220126,7,1,0,0,0
240216_PL5AG,Anal,Haemophilus ducreyi,44,0,0.0,0,0,0,0,0
240216_PL5AG,Anal,Haemophilus influenzae,44,23,4.645204,6,7,8,2,0
240216_PL5AG,Anal,Haemophilus parainfluenzae,44,26,16.0,1,11,8,6,0
240216_PL5AG,Anal,Human alphaherpesvirus 1,44,21,0.335292,21,0,0,0,0
240216_PL5AG,Anal,Human alphaherpesvirus 2,44,1,0.375949,1,0,0,0,0
240216_PL5AG,Anal,Mpox,44,0,0.0,0,0,0,0,0
240216_PL5AG,Anal,Mycoplasma genitalium,44,1,1.024539,0,1,0,0,0
240216_PL5AG,Anal,Mycoplasma hominis,44,11,13.0,1,4,3,3,0
240216_PL5AG,Anal,Mycoplasma pneumonae,44,0,0.0,0,0,0,0,0
240216_PL5AG,Anal,Mycoplasma spp,44,1,1.024539,0,1,0,0,0
240216_PL5AG,Anal,Neisseria gonorrhoeae,44,4,15.5,0,1,2,0,1
240216_PL5AG,Anal,Neisseria meningitidis,44,8,1.1359975,3,2,3,0,0
240216_PL5AG,Anal,Neisseria spp,44,10,1.8349565,4,2,2,1,1
240216_PL5AG,Anal,Papillomavirus,44,32,4.4709900000000005,8,12,7,4,1
240216_PL5AG,Anal,Shigella spp,44,16,52.246212,1,2,7,5,1
240216_PL5AG,Anal,Staphylococcus aureus,44,31,5.770756,3,17,10,1,0
240216_PL5AG,Anal,Treponema pallidum,44,0,0.0,0,0,0,0,0
240216_PL5AG,Anal,Trichomonas vaginalis,44,34,1.9644145000000002,14,17,2,1,0
240216_PL5AG,Anal,Trichophyton spp,44,5,0.259876,5,0,0,0,0
