question_id,operator
3bb52919fb3441a35de4a0706cb8fad73ac0d9ac,op5
d494f8af3b9137c5403c6cfc88f63c77fa725266,op1
4c3da5b069129bcd9774b360c69194184b49c22e,op2
337e1a097ee08b812b579b523c3b528840cceaf4,op3
766bae60c450b35b5dfba15600a2cc39a2ee6a98,op4
feef8d3b3a68950d1ea1f5508b00b90b2b7fa841,op5
e995a4bf81a398c4b930993922b4da16f8b0ff0f,op1
7ac01010e366a858754c16e47d3e43f1d887c1eb,op2
bcf09178ca1bf09d2e6a7041faf56afc1ce6ea0d,op3
61da9e549d3e5b533c251c5795cc786c789685d9,op4
aa1a28fa7b39e0fde202e78ff82ace4ebfcfa742,op5
092a88b5d2c4352676737ffc9685be282bc51776,op1
5499ce0c33ee649adae9c57fe391e50513c5e0ba,op2
ebc66eace347a8ff3e7306bf6a650ea912d86057,op3
84e4d36f46eabcfb65903267bda965e171955552,op4
460983333d96741f85fc16ae2de6d047af336713,op5
455715f0f4affdcebedd3bddc8e296cca42bde1f,op1
702ae0b9c2ddfed9ebec62f9fd197486cc2cafdc,op2
9184b5360dfe86f810e31f0417e59b2df4620719,op3
8eed9dcf998762750ac8593ec2fabbece5eeb43b,op4
cdc57f3395c92c02e71d6773bae9286c78c59a9a,op5
632a9d2e5cfa721d7781fcbf7f19369f7e7ad012,op1
6be07a3943db3019eb6ce2a4ad24cb1b92dd84ec,op2
958f60892212acd815d44f6fe7bd5e4da1710a20,op3
38db6b61cc785bc4d3f1788bb1fd958e5acaa223,op4
2cb720614ec7cd5ec645d2962f8f030041ef6695,op5
ef05bd20aada3b22b191e0f01073a438c7e3f199,op1
17e439bb52a235d57d1d291a1ed423651913a502,op2
c0b4660e4bf97acbc3de88011e05a21704aa6e8a,op3
2f989edf9f5a015b1df490e991c9899f3fbb201b,op4
8c267bd117d8597fc0e6c124d94af76e760a293b,op5
6f760c13a576e44b228761c47d98292f3d3fbbcd,op1
f3329310163e3092b743125e6aeebde9f33181b2,op2
204be6ffc6d00768deef2ced1785b981717efd57,op3
2b5dbfb7ea7ca22d39743ef22c8523345dd8030e,op4
37ee6a6bcaaa8d85680263a653cd2fe0179c3732,op5
83f1ddb34e452dd427c43f167cbfc246351b2195,op1
e22338d9fd6f5e64f3e9d52d20b79c3bf1d16873,op2
d734bb202055e13d46255f7ee8dd87bf4e9d85fe,op3
c753bbdc6d1121bcb904c817749684d67f70df8f,op4
c975fa2dcb94efb60625841eb44fa310edf105fa,op5
662d5fc7c8b612ae1fac7037a510794a3d8ececb,op1
427b6ee66d02722d2ef8cbcd7c45362e694a201e,op2
6957937f9a7168f50cfced3910b4ac683c400bb1,op3
f1495780baa9d0ded10c79288918748e7479a8f5,op4
e03abf7f47fd2216a545f647ae31067a654c1495,op5
187e9a24071ea4f23ade4c6fc34a098b803a4c6b,op1
4e2df8431a15f5df05ac33e386aa2197756adee9,op2
68b2df8575479657a2ed3ddf80693ecf86103353,op3
290cd639da259bbab170c20f5d0936b5abe2c5d3,op4
526f648ee14717e0ab41c82a090117f0b4a96ea1,op5
e957d0c49651a657fb07a0f13f037926109d8fbf,op1
990d735ed423bb11e596830fc545751457c72cbe,op2
f61850c85f461f930bca8d3f98fe54d01a1fc322,op3
1e6fdbca9a562f3b62342f8b8bcb9832342cb889,op4
c9de8aa98d2eda3e9320bed7ec8b68371350714e,op5
72bb2f942545b3109a6cf42d3efcde2564ce5677,op1
0451fc2529c3a3647632c8562213f7ebe5ab1789,op2
c781ae9206ac20acd8b10682fe8c5d09c73f3e14,op3
805254ec3934aea05c4cc0214a992563f364e604,op4
7ab6ad3569df1e0276ad0a53500007aa97716c57,op5
982118119d563bc8b7065176fb5c4c35edf04c04,op1
60bdfdaceb4fa9e7d6e7be1264578c6fb6f109ca,op2
2da52d0f0d22316d6aac9fbd7d4317a837203698,op3
062baad25a0df088b5f9dc6f7ad33394fc3f5f6a,op4
a4e1679cacc0bcc85a5a83ae3252762fcb7fdfcf,op5
f85fa1e41beab91eb36155390885a1e888d1d49a,op1
e5d86e9d806ba13b46b60c80de5a6c4a14bfce47,op1
fec81dc54e67ffbf30ba548a33ec6efe7f3193b4,op2
be7f2939486fb2180ff34f6901be8ff6f6b5a5f3,op3
96fb77984e77f9e2de895d36d42af50a7ebebb7a,op4
419f5021bc7fa4b05784d52aa32ccdf35d91556d,op5
a60f538d9cbb675c237d784e9be3ac42a0a53c49,op1
3ac9ed2709f1b877980ab025aa9b32b86113ba33,op2
4e8f84656604331c4bc3695afc02682bc85d01ab,op3
1bda00ed361460bd63377e23da24fcdeebf685f6,op4
48fbb6aab444d2568b25f45d2f8a566ac32234b4,op5
3bebff80e3ad153b67454493bffd05721381060d,op1
86cb82d5ac3e0024eacdbf253f96b8ac0e066dc8,op2
e8039d56148193e5674c46e73452904d92729b6b,op3
c65ae738c4448af525d7ea7f9e2ecb0d84625569,op4
c0e8520abc49a33862c713ad2b9eebef0bbdc2a7,op5
c9c2c0d6e42224505af2b398e997aac9a9989841,op1
0cf877299b0876a9b55bc5df5b3861c90d2d4a82,op2
2fcba7764c1c140690273ffc34c81871a0207cdd,op3
bd8431659fdcbca06b3b9f4610a80bcea4963880,op4
a7fc652dc394b86d8b4ac34de29a35e952b75610,op5
dac36cf3ae8af84c43ba98ffd29d8824a2e96f8f,op1
3b60bd4f5b18b96a9c8612efb4030118ad99ab9e,op2
17e8d1fb520fe4199adfed2fbd00f6bb55adf717,op3
9177de9ee2cb6b1f594895e50e5673e1cae7cf22,op4
225b34183e0bf23b43e08db030def5aa22a98dd3,op5
8becd57a7acc01e311831fdfbf4dbaa0cedc6eaf,op1
20666773d396c74328f671d30780ab054c6428da,op2
a618e8cbad75b6e9e8fbf53bacd4eed57e14c187,op3
ec8db2e48d01bbc26f046093fcc3b0d93915b196,op4
1a360b7948ba437887495baf8c7819ad7832aa84,op5
02a9f3bf6a44c6e21bf63c5c40b939d3ee75dc18,op1
d7bb9d7df1e81eb10f6f9bac1bc7c89e1db4de89,op2
71bb08d79b2f513431468d01d40bbb9c6cea8d78,op3
c88849ca7296c5dce2c2059780dd107a28549f5a,op4
cd50a865ccbae4bd8a022d4d1bb559ddc0dad4f3,op5
1dbafb5a1ca56ec7c0e27420c87f6496eb3edb93,op1
58f61cf6f951d68a430f98d7598442a70ea7fc0e,op2
4ddd7d9575f103c4593950499f9923c1293103c9,op3
705b65d40894f99ff28d8668eaa1661fac39c268,op4
23f11e8a2ff3cd04796b9ecac3ede27252568fcd,op5
f76d3da1b292ebd7e56099759deeaadcc05f269c,op1
4ff75a1c761193a919d16a882921cf02abaf32a0,op2
0003a0b878072cbf5c606c723dc057da4f43a2a4,op3
4ce8c22f9415b5ba8f8544d4d3c19ada46d6d053,op4
8028d910957f7c7845c961aae610c89a01a2d847,op5
ed06ec806a9d1d70afb178ba669d52e1c9dd383b,op1
7303f108b70ce39b7200b8ae182ee77c3bc997fb,op2
fd22b6cef80e736e4c88f40f144a95772e0a731f,op3
6e4c4e1e8583abcbfb99acd68fac5f568a861100,op4
a83a5c02e011789cd38c7608beea3856463232b0,op5
ebf6a500ffb48cae6ed5339776793409a728a7a1,op1
db1d4f9325ec209a8ca2b99573633e09df53d499,op2
1e17425d080e61bbf069286684bf0f0d8239e0a8,op3
c1a6f03e7c48c72db1efaca8edd3542e2201aa8a,op4
f17705d5a427f3f4fb379b71209fd2e1033ee461,op5
459b78ef9d5fcb3e590afba273df0888a264c063,op1
262d1e0a1621fbd320c229516cc3b4b2340f6b24,op2
0e890bab270a778cd0a33a293fe73ac5195f67af,op3
31e4eceba302d8d673727def2017dd0a6d56ed90,op4
bf2394085aaff3f3c41399f10f842e31a29355b6,op5
253c0f4a286fd5d06121fff3eb84d4c8dab48cfa,op1
59099e8d64c5b0dc3cf8f8d5e11d6934340246c2,op2
f5504f1e538dabbba67b75d5c4da4af4a6f579a6,op3
eb1a5973d3fc8370a8c7d0d5248d21363bd18dfa,op4
632671cd983f579478e1c64bd5fbe1e3086a405c,op5
2eb914d1b140feb9d94c1b3051a966f23d8b3a1c,op1
21d9a7c954b3abd33c3030b99ae6f7d5b2a18880,op2
e6bc6c459995427250b1beeb2c76bc2c4cdb1ccb,op3
8b4e3ad20d95bc7562e62bb2994961f8985ae4b6,op4
52a57fb099eb4bb679d733a54227cee2480215fe,op5
7edaf517e1e9fae04f2884c464ea0651849542a6,op1
a949e33ce9c73bb3774f739a047c488ee1a98a6b,op2
4aefa80950539268fe9c13faa02ac9a0ab8d8e8c,op3
ed453673869e69bf563f3786015c146b0d1fda7a,op4
5101aa4302d10415f65f5aea8bd3c18407bdefb4,op5
b2fd7b80540ab87f54aac4ce7c97d1a50aec13de,op1
6e24be833938ce561640ac977ff0928094996ce7,op2
1bf008e0d893baca8cbfc65fe01163cd3f96e690,op3
0d49c32c856e7ab84407e07a8c3595819d001ece,op4
7d6912bf5c267dd2036f4267c3ea1456dee2c4f8,op5
64b64697ff8f2f8d01804e706d0c664fce65b9e2,op1
66eca695ebcdaf7be4a0017ed42ac352c1f10226,op2
fe422b065ca46d5823a2b8b1dbb86a55bcc64efc,op3
818806eae65b0df01b5723358966c09fb9283e4f,op4
350744ae1f80cf81a87f14a2a7a2a16d1f1209d4,op5
79b4b81f9b27c93e41727c0393072ab41d92914b,op1
1d45e829e6d177220484980be0c9efb4757506be,op2
507d9186e828b72a9c61fc540543d44c029e7180,op3
391919da23e36cb02880ef4ea4a4b7d765f0e5d8,op4
2277a1bf193f53925d9d8bb01dfbf1feffa10a35,op5
8001fb11482e46aa62f803071fbc133e976ae3e8,op1
7c4f091ecd0da865769aba85d3327a1bac3e9d33,op2
f02e601aa35cc79a3125a670b7ea624aacf74d5a,op3
5c10df3da9c6b7ea8713b13bd98f76df29bb7c0a,op4
602aa01ee174573b3cbfcbfbcd21739a475dee06,op5
4fcb0058a9dd891f18c2ee236cf6530ddc132f6a,op1
097d1e3346561229596d080a7e2051b660f2ca2b,op2
fda46fc47b8083b10db448082dacbec676ca0cba,op3
9fba4e1587d5fcfee8649ac29e75066b8d5d1cb1,op4
089ebb52e4fe056ad153c7b790d5b7899130d99c,op5
3896eaa6c6b4a506ce27f0f77dc0356e34e8a015,op1
99850c21752c7740e7a5c6d2378c084bdcdf5e5f,op2
10164cf442d82ad12146947b6dfdb5f6671998da,op3
5f516c7e5c781b166d6cb5080a2f921007b106f3,op4
2bc9b00db95a5023447c7d29289b440f2d41e5d3,op5
9e662a723753ee681011befbe1286a2e332faad0,op1
e154160b7c439841f9d9535cbe966b89a894a2d2,op2
ffece2d48eaffc4d04bbe39cd2c291aa2df0c088,op3
c3b7d4ee0f7f288c33db605a1e308c4cc78f362f,op4
7033275675eccf3cf5167cc67ed3dcb8ec34910d,op5
6a53c2309fce0510e63932040157d8d773ea3548,op1
1be88ac169df0900656f3bb4a8952e4004bbf6f0,op2
a7851dd662784d5d14eb404225b02d720a661367,op3
109120104a5302b931183be24e86203398eef99e,op4
b7a32790b4449d7bb077baaa6d249f72c31a6cc5,op5
e0c10ea023f98e05ec31a2d31d73298b64ed8464,op1
7d4bbebaa10c3577fcb05cc6822bc1b8ba4a080b,op2
2afaa30bd7f4079293452bc0e35afc4c72b7648d,op3
dce4d6ea00b5e3a6c1a75af2f06f51bc61c4fd78,op4
2a7e25cd1e1f78d0c2f7b3702e81ddb9555b3459,op5
7503492dda0a01b3d87de37021df44a538fc4126,op1
c2e45ddfa4b933f7bf58f569ce41f3e6c4a75dd8,op2
68b4d1b23ce826b8e3e418669f636d8fb1e44151,op3
5871c5075b15f6070e0b6f796998222c0448e739,op4
fa196775d647bd5ca79e3bd06ed980c93b89857d,op5
2800419a735d4761f533cc31f1a5627fced74e8b,op1
47a511d6d4361793fab89b9eb0c949e2ffa9d0a9,op2
a2e1558e182a8b4dca57678a94a1c19c985ccdcf,op3
e3555088081863b5798e6183e76c7af1beae4b67,op4
76c51411d6b6eecefd88981a2cb988b631fed194,op5
293e0b2edcb7233ff69b67382f90d1bfdeb4c0b9,op1
d626c4150ff493b545fa4c3d21742b39de77cdad,op2
bd36b33389358aabfa396ce45e06585a4279f276,op3
112e0af00dc93fab53b98743158d6c7195d8a2f3,op4
891dfcf097701a004b74e7387ce22228f0e580ba,op5
3de982acbc92ea31f4ce7a017768438fe24ca3ad,op1
4ac81b4a8c71c4ba2e0847af91a31bc8f8549acf,op2
0df14faa301211f528da4fbb33d06bdff9c37bbe,op3
9ceb5e133cf7317f58a215d031a4eab0139c5e3f,op4
6427628c2d17872c45ae02bc5932d6656907e0cc,op5
d36dcfc96f64c379c39a4f12e6e684b0b9255a30,op1
2346f92e763fbf174ae2b1cf00b77fa091d66750,op2
4fbf817bd3cc7e3a7bf5f2e144af4dd7078c5b9e,op3
e147addf53f13e23529477b1d061d090729c7d5a,op4
d5ac3fe1151b7959fe2ca903ec74a814e6a9504a,op5
0c58b2fc0a3f559c5e6d885128d660c2857b8fb4,op1
a524bb0cb7da50fa11383d3e7170e069e5bba1c3,op2
d9403b65cc6528f77a6f70ae10e6e1c9c7687cab,op3
26ff4f29a3ecf63cbba10a7c0c32acd28693c3f8,op4
56beef9487c558b58538a783f0c53938263e5602,op5
65106c36166b540c69d697033f45196a5bc99525,op1
4f07148066c368a551a9cbe2aa1b7c03ef22a1f0,op2
ca95e235efc76d19d80f74c28aab82d267562962,op3
f2472d7ab44a8071ada53be95ae237006ddf797d,op4
0df374cdf2420921ef6bd7c4875a4f136d22936e,op5
b3f082903945b3891b8890b41425c287d790bd49,op1
5315b461b45884572bc14d4b00cc4dce3f086fa5,op2
ef6a7a6602d3d4f59899db50fe7e8077f28f364d,op3
933a00cf42d5fd3014de923ff06eb9bb904e6b37,op4
6e9c044beabb3503a5a15b7baf50885070f5bc08,op5
27c3a969e3784d7944b33106456b0cc78a6fc9d7,op1
9cde1fac90ceacbb8d875cb4b39e99a7f6396ae1,op2
479ccc8b9fee9d6d9c281f69f980959146d2856a,op3
7df5a299ace836f62b420e532a0387bdd41daa85,op4
26d2ba631016592b3d05238134f89c41a55a7448,op5
6b09e27d0dde78e798da4d8b0b730dea8b314549,op1
cd6a98354f10f3155a2a2c619255680476022e35,op2
86d3819e95b662020bb76592527ea7382d8e958c,op3
a218c6eaa3d0deb4923997b841b40bc8f0f345a4,op4
f3ad5d65ac6260348148e77caf453bb22997dd0b,op5
325a611d6bfe4bf3b860bc15f319be93d1475d64,op1
7ea89b801ba914a27f79c1ba8e9089280dee0939,op2
e1c33ca1ddc983e4ac6aed9eb5f9153476e65391,op3
252042b08a4639b0ffc5116856be83e789401422,op4
1c435e1ee1cf0a5f25ecac3cbb9fd9442c7aea66,op5
a54348b44f82831a7c67fd532dab124b76a01b59,op1
02a7a2d41460be57685869286aede2db11dbcb78,op2
23b57182cb17cef936b44ce68e511478dc704662,op3
16913a1ce4ca60ddac3c704921a02b16f5c7d454,op4
508de8831a51e4bbd9a5cdc6359af06d658ac0b0,op5
1932b74cf2779c0cc1dc0a54849645935c671175,op1
0090bdd318578c3cc906182d178fabdeacb5a0ca,op2
83b8c5776019c7d3f1d2a775de19f75e893b4c7c,op3
5e3ba4630039230d9822937d3722e65eb1bb0b91,op4
622fd892810ac0973829d663f2c4024ab0a678ee,op5
be6fab497e22690d6afb5fc0868d4da62735cdf3,op1
6f37fc6d7d0adeebde172b7f467f441f2513399d,op2
395df3791c9acebb384be6d0953f837132c01d0a,op3
c1c5503bfe5ce3ef050ecaf77507d9bb8d878470,op4
cfd3168acfc8a1978ab12b729e55cce64d48e85e,op5
d3adf9dd9f83421a3e3a01fbf59b986ff369df56,op1
11e87e3616099b7ff1b02c0d2603b4fc29f2929e,op2
11617e35af1e7ac368aaee43bde5cbe269a56941,op3
ecabe5afa30a7e2ecf9c7007db80143c36264e86,op4
1f8bd693eeb9b855f8075638720d918867a78e51,op5
8b60ebbdd0517e14334d1ff5d97595449fcb4a2d,op1
8249a8590d97549cc9df2aafffcc7021c12df0b5,op2
f19f7e61b9e099b766411c056463fe9f1f81723a,op3
065e62e4412b9bc8a2989d3b083e31a0e4502ad4,op4
861efae2c349d08c0a1e70f51c0f5d602f7a0fdf,op5
6fdad82c598a6dfbfdb129a9af0b21114d460a85,op1
92438174aada440ed25c8122ae218ad336dffd1f,op2
da106d84bfa5274abef076b4842791a5a516a238,op3
ef69806fa29753cede03176809f7fd7f600e9ce8,op4
7d063a883b4e6bd301afee7d3a29d97a72b6e0d9,op5
2547688aab08e90b0d4abe98fe6776eeb8aa37c2,op1
f5fc1e525a98d209dbe5e410d2928c1efdcfdb12,op2
29b71cedfa92a6f559a8a324e808303352b37c41,op3
061c059c21a4fca9b89eed01793c58b8695decd6,op4
d8d989081545a34708c97648a1955d8b0fa05e69,op5
770aa1b1bf8843dc03fa55d1d8dbab135cbc4e38,op1
b905e4563f5ea3658e6d133acae5e55961a9de1d,op2
8418f27bbb1fbc829f82cd4b9caad796b58123be,op3
afe46f21fc76574d5745ba9036074b9bc8a48fc3,op4
4ea485d5d422fde218011e3f723d49589d5d93bd,op5
d84876e207574177002a3aa8c6ecd68a466654b6,op1
ec6c26e4b6461706b0889d3961f8bcf826e99b3d,op1
4f912c0aa4c2d6e5d2ea7a41995bc958b24c6d07,op2
bca1630a5a2d4dcf23e92fca13d6592972c2da98,op3
c76e258a905239f8a5d704bdeac2d9d1b84ab4d1,op4
582436d897581dec8b8a0accc4388660caa7cf52,op5
31ef03c1cc7e83f3f4cf593e9ca0258502b98c7d,op1
aa42ca1ae5df3f58b5d1293b1f7c521caf1c3e97,op2
068296390e0532b8edff3cfb763b721716c72843,op3
77656ecf84828fdbdc4cd5b19f5171d54a175f92,op4
9177bbfa60642152ffd7829b2c5962cd93ae3bb4,op5
9c5ec40d18284675e891d36ac0a0c31f5fcb4ee6,op1
a0f2c31bfc7c3a358a3cf770cc6f41f113136003,op2
9cd0b2fc6a0d360d27270a33721a3d4af40df733,op3
6595bf8aa32df4ef2ba63f3c9ca7c5c30c81a70d,op4
19d3f1cf606cf95f0f0ebbea2b81583b249a5fd5,op5
31420d30452fc0e0e4634874ac937c6695cf0ba3,op1
de5b7b40030efbb0c0b409a05e2dfacfe3d9d3f6,op2
694b16bba168e60988969195c3818fd32eddde51,op3
5b212a20dc552bbb513a076e24de40a46049cc03,op4
107f63cad5ccc035fc3fd978affa5deff5dcf981,op5
d3817cae300deb2717d90fd6aedf411074a94c7e,op1
79decbfdb624e524e00c9c8d1616af3d7c36eef1,op2
9f74b43cce107219116b433816ffddd40fd5b26a,op3
5de7afd916b59213a4102b6cfe92da12398a60ed,op4
45b746ca2542e623c2e81f5c2b4b0d578ad783c8,op5
096a820fb390e830e3d4d247660e971aac037bd6,op1
90be8848e2cfa12d9b82592759976286849d53dd,op2
ec279771507e259bf02585c63f8e0459e5394f6b,op3
f8aaaec1229c9d6c6d84a6eaf400e4d78cd2f5b0,op4
caef509c1f70fdcab50883d7e78434adffc1fc69,op5
6453fe86d4619808510f6e67131cc00fd69711a4,op1
919b5f56af85293c967077245c35016e5f757083,op2
d3f87978a5bb7b19961dd2f80f7a43bbfd04da43,op3
0d923532dec80a3ad152056a2c4efa33eef3028b,op4
fb4894595da174db351309351129ac0d76ac9c3d,op5
4bb6cd1ae4cbe31fa237c37dfc838a70b8a774d8,op1
3105957d83cbc097b6bbcca6e79dcd6b77f6613f,op2
0a28e2290eecbc739364bdc288b2308d7ce85ca8,op3
0844bb471def3657b7f5037a9219f3dfb028fe11,op4
9e35c5f3bd03f567ad895c3b24fdd8f9a9c8ca8b,op5
562ba7877e24da8bcd800d85410ff3ff1c16b1de,op1
b3cedbba8314ab2bf0a2aca8c040b275c94c9db9,op2
c15ff869fe2a779996a3e45c28b5428ef0e132cc,op3
78ff2b700229cc2a4343c8176bdbe2277120f2bd,op4
7b2a068a852cd8d1786bd400236829e33c71c916,op5
